node1; node2; key; weight; label; text1; text2
f6b2d1aa6da5a2de5ad0d7b36d58aeef;535becd715003830b13edca7cdbb59a0;related_text;0.41666666666666663;;;;
f6b2d1aa6da5a2de5ad0d7b36d58aeef;535becd715003830b13edca7cdbb59a0;subimage;0;;;;
f6b2d1aa6da5a2de5ad0d7b36d58aeef;535becd715003830b13edca7cdbb59a0;ocr;0;;;;
f6b2d1aa6da5a2de5ad0d7b36d58aeef;d3fc46d7369a3a80ac36c839809bc7c7;full_image_query;0;;;;
f6b2d1aa6da5a2de5ad0d7b36d58aeef;d3fc46d7369a3a80ac36c839809bc7c7;related_text;0.3333333333333333;;;;
f6b2d1aa6da5a2de5ad0d7b36d58aeef;d3fc46d7369a3a80ac36c839809bc7c7;subimage;0;;;;
f6b2d1aa6da5a2de5ad0d7b36d58aeef;d3fc46d7369a3a80ac36c839809bc7c7;ocr;0;;;;
f6b2d1aa6da5a2de5ad0d7b36d58aeef;1a952d25c203fd3edeb33d10452b22e0;full_image_query;0;;;;
f6b2d1aa6da5a2de5ad0d7b36d58aeef;1a952d25c203fd3edeb33d10452b22e0;related_text;0.3333333333333333;;;;
f6b2d1aa6da5a2de5ad0d7b36d58aeef;1a952d25c203fd3edeb33d10452b22e0;subimage;0;;;;
f6b2d1aa6da5a2de5ad0d7b36d58aeef;1a952d25c203fd3edeb33d10452b22e0;ocr;0;;;;
f6b2d1aa6da5a2de5ad0d7b36d58aeef;65e2d81997a99edd224348a990bbd173;full_image_query;0;;;;
f6b2d1aa6da5a2de5ad0d7b36d58aeef;65e2d81997a99edd224348a990bbd173;related_text;0.41666666666666663;;;;
